brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
vw, Tiguan,2018,Manual,20145.0,Diesel,,50.4,2.0,17995
bmw, 5 Series,2017,Semi-Auto,26478.0,Petrol,145.0,39.2,3.0,28980
hyundi, I10,2020,Manual,545.0,Petrol,145.0,51.4,1.2,13595
ford, Fiesta,2019,Manual,10969.0,Petrol,145.0,55.4,1.0,14499
vw, Polo,2018,Manual,9000.0,Petrol,145.0,,1.0,11995
skoda, Octavia,2019,Manual,2620.0,Petrol,145.0,58.9,1.0,15995
merc, GLC Class,2017,Semi-Auto,21500.0,Diesel,145.0,56.5,2.1,26995
merc, C Class,2017,Semi-Auto,17263.0,Diesel,30.0,65.7,2.1,23791
bmw, 3 Series,2017,Semi-Auto,23505.0,Diesel,145.0,64.2,2.0,18995
skoda, Octavia,2017,Manual,31391.0,Diesel,0.0,72.4,1.6,10500
vauxhall, Grandland X,2020,Automatic,1426.0,Diesel,145.0,53.3,1.5,24490
ford, Fiesta,2015,Semi-Auto,32000.0,Petrol,0.0,,1.0,7500
vw, Sharan,2006,Manual,38511.0,Petrol,,29.1,2.0,4990
audi, A3,2015,Semi-Auto,38000.0,Diesel,30.0,64.2,2.0,11900
ford, Kuga,2019,Manual,10279.0,Diesel,145.0,38.2,2.0,18000
ford, Focus,2008,Manual,73000.0,Petrol,200.0,42.2,1.6,3495
toyota, Prius,2016,Automatic,32457.0,Hybrid,0.0,94.1,1.8,20995
merc, C Class,2019,Semi-Auto,20400.0,Diesel,,55.4,2.0,27495
audi, A3,2012,Semi-Auto,56000.0,Petrol,,50.4,1.8,8950
vw, Polo,2017,Manual,30422.0,Petrol,145.0,60.1,1.2,10495
merc, E Class,2018,Semi-Auto,1585.0,Diesel,145.0,41.5,3.0,33980
merc, A Class,2017,Manual,39119.0,Diesel,150.0,80.7,1.5,12100
ford, Fiesta,2017,Manual,25919.0,Petrol,0.0,65.7,1.0,8600
toyota, Aygo,2019,Manual,1000.0,Petrol,145.0,57.7,1.0,10000
ford, Mondeo,2018,Automatic,29582.0,Diesel,145.0,45.6,2.0,14399
vauxhall, Mokka,2017,Manual,19791.0,Petrol,160.0,44.8,1.4,9799
vw, Polo,2014,Manual,42569.0,Petrol,20.0,60.1,1.2,7991
merc, C Class,2020,Automatic,6000.0,Diesel,145.0,,2.0,41900
audi, A5,2016,Manual,49936.0,Diesel,145.0,56.5,2.0,17998
toyota, C-HR,2018,Automatic,22418.0,Hybrid,135.0,74.3,1.8,17798
bmw, 5 Series,2015,Automatic,64000.0,Diesel,145.0,56.5,2.0,13990
vauxhall, Mokka,2015,Manual,64000.0,Diesel,125.0,57.6,1.7,7649
hyundi, I10,2017,Manual,16609.0,Petrol,30.0,57.7,1.2,7795
hyundi, I30,2018,Manual,7217.0,Petrol,150.0,57.7,1.0,14394
vw, Golf,2017,Manual,20351.0,Petrol,145.0,,1.0,12810
audi, A3,2016,Manual,68829.0,Diesel,20.0,67.3,2.0,12300
audi, Q3,2017,Manual,21369.0,Petrol,125.0,51.4,1.4,16500
ford, Fiesta,2017,Manual,24725.0,Petrol,145.0,47.9,1.6,11990
vw, Up,2019,Manual,5270.0,Petrol,145.0,54.3,1.0,8590
ford, Fiesta,2017,Manual,24360.0,Diesel,0.0,78.5,1.5,8700
merc, GLA Class,2020,Automatic,1000.0,Petrol,145.0,37.2,1.6,25748
ford, C-MAX,2015,Manual,21182.0,Diesel,20.0,68.9,1.5,8950
hyundi, Tucson,2019,Semi-Auto,9733.0,Petrol,150.0,35.8,1.6,23880
merc, E Class,2014,Automatic,60514.0,Diesel,145.0,52.3,2.1,11999
vauxhall, Grandland X,2019,Automatic,5574.0,Diesel,145.0,53.3,1.5,21790
skoda, Rapid,2017,Manual,15396.0,Petrol,145.0,57.7,1.2,8406
merc, GLA Class,2017,Automatic,21298.0,Diesel,,,2.1,17997
vw, Polo,2019,Manual,4173.0,Petrol,145.0,49.6,1.0,16490
merc, GLA Class,2019,Semi-Auto,12265.0,Diesel,145.0,67.3,2.1,21980
ford, Kuga,2019,Manual,1654.0,Petrol,145.0,34.4,1.5,18390
ford, C-MAX,2014,Manual,,Diesel,30.0,61.4,1.6,7199
merc, E Class,2017,Semi-Auto,25899.0,Diesel,30.0,65.7,2.0,20150
hyundi, I800,2018,Automatic,31360.0,Diesel,145.0,28.0,2.5,16995
merc, C Class,2019,Semi-Auto,11700.0,Petrol,145.0,47.1,1.5,26499
bmw, 3 Series,2019,Semi-Auto,4255.0,Diesel,145.0,49.6,2.0,34995
vauxhall, Corsa,2018,Manual,5622.0,Petrol,150.0,54.3,1.4,8700
bmw, 2 Series,2017,Semi-Auto,25544.0,Diesel,145.0,64.2,2.0,16998
audi, Q7,2015,Automatic,25956.0,Diesel,,47.9,3.0,29950
merc, C Class,2019,Automatic,4693.0,Petrol,,44.1,1.5,23290
ford, Focus,2015,Manual,32659.0,Diesel,20.0,67.3,2.0,12695
ford, Fiesta,2018,Manual,9500.0,Petrol,150.0,56.5,1.0,12500
hyundi, Kona,2018,Manual,12443.0,Petrol,,44.1,1.0,13998
merc, C Class,2019,Automatic,9150.0,Diesel,145.0,61.4,2.0,23206
merc, C Class,2018,Semi-Auto,10240.0,Diesel,145.0,61.4,2.1,23500
ford, Kuga,2015,Manual,42602.0,Diesel,125.0,,2.0,10000
vw, Golf,2019,Semi-Auto,7800.0,Diesel,145.0,53.3,2.0,21389
bmw, M3,2016,Semi-Auto,33000.0,Petrol,,34.0,3.0,33750
vauxhall, Mokka,2015,Manual,29915.0,Petrol,200.0,43.5,1.6,8129
toyota, Aygo,2017,Manual,2908.0,Petrol,0.0,,1.0,8690
vw, Up,2018,Manual,5971.0,Petrol,,,1.0,9490
ford, Focus,2018,Manual,18053.0,Petrol,145.0,57.7,1.0,12499
merc, A Class,2019,Semi-Auto,9422.0,Diesel,145.0,67.3,1.5,21835
hyundi, Tucson,2016,Automatic,30300.0,Diesel,125.0,57.6,1.7,14199
ford, Focus,2016,Manual,16501.0,Diesel,20.0,67.3,2.0,14498
bmw, 1 Series,2014,Manual,102520.0,Diesel,30.0,62.8,2.0,6795
toyota, Yaris,2013,Manual,76920.0,Petrol,125.0,58.9,1.3,4698
bmw, 3 Series,2016,Manual,58727.0,Diesel,125.0,60.1,2.0,13000
skoda, Scala,2019,Semi-Auto,4169.0,Petrol,145.0,47.1,1.0,15998
audi, A4,2018,Automatic,16953.0,Petrol,145.0,48.7,2.0,24490
merc, A Class,2019,Semi-Auto,10088.0,Petrol,145.0,53.3,1.3,20599
ford, C-MAX,2016,Semi-Auto,37561.0,Diesel,20.0,64.2,1.5,9791
bmw, X1,2016,Semi-Auto,28322.0,Diesel,125.0,57.6,2.0,17980
skoda, Scala,2019,Manual,2900.0,Petrol,145.0,49.6,1.0,14995
ford, Fiesta,2015,Manual,26822.0,Petrol,125.0,54.3,1.2,6490
bmw, 5 Series,2019,Semi-Auto,8324.0,Diesel,,65.7,2.0,26350
bmw, X1,2015,Semi-Auto,46216.0,Diesel,125.0,57.6,2.0,16250
vw, Golf,2019,Semi-Auto,17043.0,Diesel,145.0,54.3,1.6,16500
hyundi, Tucson,2019,Manual,11751.0,Petrol,,34.9,1.6,15998
hyundi, I20,2017,Manual,17421.0,Petrol,145.0,55.4,1.2,7497
ford, Focus,2017,Semi-Auto,11493.0,Diesel,0.0,74.3,1.5,13270
merc, C Class,2017,Manual,33273.0,Diesel,,65.7,2.1,14420
ford, EcoSport,2018,Manual,14868.0,Petrol,145.0,54.3,1.0,12997
merc, A Class,2017,Semi-Auto,26647.0,Diesel,145.0,67.3,2.1,17995
ford, Fiesta,2017,Manual,16884.0,Petrol,145.0,65.7,1.0,9495
bmw, X1,2016,Manual,47908.0,Diesel,125.0,,2.0,16000
vw, Golf,2019,Automatic,2776.0,Petrol,145.0,37.7,2.0,27990
skoda, Kodiaq,2018,Automatic,26360.0,Diesel,145.0,49.6,2.0,25500
merc, C Class,2016,Automatic,59211.0,Hybrid,0.0,,2.0,15999
merc, GLC Class,2019,Automatic,5100.0,Diesel,150.0,42.2,2.1,31900
vauxhall, Astra,2019,Manual,20671.0,Petrol,,51.4,1.4,11399
hyundi, Ioniq,2017,Automatic,10329.0,Hybrid,135.0,78.5,1.6,17149
vauxhall, Insignia,2015,Manual,55000.0,Diesel,0.0,76.3,2.0,6490
audi, A5,2017,Semi-Auto,25954.0,Diesel,145.0,62.8,2.0,22698
vw, Tiguan,2017,Manual,29516.0,Diesel,145.0,58.9,2.0,17000
ford, Focus,2018,Manual,14000.0,Petrol,145.0,,1.0,10991
ford, Fiesta,2015,Manual,27128.0,Petrol,0.0,65.7,1.0,7324
audi, A1,2016,Manual,48889.0,Diesel,0.0,76.3,1.6,9498
audi, A8,2018,Automatic,11300.0,Diesel,145.0,50.4,3.0,34399
merc, E Class,2019,Semi-Auto,4997.0,Diesel,145.0,72.4,2.0,25899
merc, C Class,2019,Semi-Auto,18.0,Petrol,145.0,42.8,2.0,33995
toyota, Aygo,2018,Manual,6744.0,Petrol,145.0,68.9,1.0,8250
merc, C Class,2019,Automatic,4971.0,Petrol,145.0,42.2,2.0,26949
vw, Golf,2017,Manual,12746.0,Petrol,30.0,54.3,1.4,13991
hyundi, Tucson,2018,Manual,29000.0,Petrol,145.0,34.9,1.6,13752
ford, Fiesta,2017,Manual,26766.0,Petrol,0.0,,1.0,10250
audi, Q7,2016,Semi-Auto,34685.0,Diesel,200.0,47.9,3.0,33995
skoda, Octavia,2019,Manual,29.0,Petrol,145.0,36.7,2.0,19875
vauxhall, Mokka X,2017,Manual,25321.0,Petrol,145.0,47.1,1.4,11989
merc, A Class,2019,Semi-Auto,,Petrol,145.0,53.3,1.3,21490
ford, Fiesta,2019,Manual,15762.0,Diesel,145.0,55.4,1.5,11495
vw, Passat,2019,Manual,17365.0,Diesel,145.0,,2.0,16990
merc, E Class,2018,Automatic,10310.0,Diesel,,57.7,2.0,28970
audi, A6,2016,Automatic,34030.0,Diesel,,58.9,2.0,19400
vauxhall, Astra,2016,Manual,22919.0,Petrol,125.0,52.3,1.4,8495
vw, T-Cross,2020,Manual,6000.0,Petrol,145.0,47.9,1.0,22990
vauxhall, Corsa,2016,Manual,33997.0,Petrol,,54.4,1.4,7995
merc, C Class,2019,Automatic,4000.0,Petrol,,,1.6,28991
merc, CL Class,2016,Manual,18120.0,Diesel,20.0,67.3,2.1,17590
vw, Golf,2014,Automatic,60034.0,Diesel,20.0,65.7,1.6,8199
vauxhall, Astra,2019,Manual,3159.0,Diesel,145.0,,1.6,15000
vauxhall, Crossland X,2018,Manual,24800.0,Petrol,145.0,54.3,1.2,9885
audi, Q3,2018,Semi-Auto,9300.0,Petrol,150.0,45.6,1.4,25490
bmw, X2,2019,Semi-Auto,3412.0,Petrol,145.0,38.7,2.0,24543
merc, GLC Class,2019,Semi-Auto,9418.0,Diesel,145.0,41.5,2.1,32199
merc, S Class,2009,Automatic,122000.0,Diesel,325.0,36.7,3.0,7724
ford, EcoSport,2017,Manual,11383.0,Petrol,150.0,44.8,1.5,9498
merc, GLS Class,2019,Semi-Auto,9977.0,Diesel,145.0,37.2,3.0,47980
vw, Golf,2019,Manual,10600.0,Diesel,145.0,57.7,1.6,14950
ford, Fiesta,2017,Manual,25533.0,Petrol,,65.7,1.0,9495
audi, A3,2013,Automatic,79000.0,Petrol,125.0,50.4,1.8,9880
vw, T-Roc,2018,Manual,26507.0,Petrol,145.0,53.3,1.5,19940
merc, GLE Class,2019,Semi-Auto,3713.0,Diesel,150.0,32.8,2.9,51912
merc, E Class,2019,Semi-Auto,5500.0,Petrol,145.0,29.7,3.0,44999
ford, Galaxy,2016,Semi-Auto,10937.0,Diesel,145.0,52.3,2.0,21500
vw, Golf,2016,Automatic,45518.0,Diesel,30.0,62.8,2.0,12000
vauxhall, Mokka,2016,Manual,29433.0,Diesel,20.0,,1.6,9495
ford, Fiesta,2016,Manual,31877.0,Petrol,125.0,54.3,1.2,7299
audi, TT,2019,Semi-Auto,3931.0,Petrol,145.0,30.7,2.5,49990
toyota, Yaris,2019,Manual,3033.0,Petrol,145.0,47.9,1.5,12650
vw, Golf,2015,Manual,39161.0,Petrol,30.0,53.3,1.4,9995
ford, C-MAX,2018,Manual,12073.0,Petrol,150.0,48.7,1.0,13000
vw, Polo,2016,Manual,32216.0,Diesel,,83.1,1.4,8389
vw, Up,2018,Manual,3660.0,Petrol,150.0,64.2,1.0,9790
toyota, C-HR,2018,Manual,9511.0,Petrol,145.0,41.5,1.2,23745
ford, Kuga,2019,Manual,7767.0,Diesel,145.0,47.9,2.0,19799
ford, Focus,2016,Manual,68690.0,Petrol,205.0,41.5,2.0,12195
bmw, 1 Series,2016,Automatic,24297.0,Diesel,20.0,72.4,1.5,13000
toyota, Hilux,2016,Manual,52689.0,Diesel,260.0,38.7,2.5,29990
hyundi, I30,2016,Manual,24146.0,Diesel,0.0,78.4,1.6,8495
vw, Arteon,2019,Semi-Auto,4926.0,Diesel,145.0,62.8,2.0,25182
audi, Q7,2020,Semi-Auto,799.0,Diesel,145.0,33.2,3.0,59990
merc, GLC Class,2017,Semi-Auto,14177.0,Petrol,300.0,34.0,3.0,35822
merc, C Class,2019,Automatic,6902.0,Petrol,,,1.5,26500
skoda, Fabia,2018,Manual,12901.0,Petrol,145.0,64.2,1.0,10290
toyota, Yaris,2016,Automatic,15659.0,Other,,78.0,1.5,13595
skoda, Octavia,2017,Semi-Auto,27476.0,Diesel,0.0,,1.6,11700
audi, A5,2017,Manual,38266.0,Petrol,145.0,49.6,2.0,18500
toyota, Auris,2017,Automatic,38991.0,Hybrid,135.0,,1.8,12798
bmw, 1 Series,2016,Semi-Auto,33291.0,Diesel,,67.3,2.0,12995
merc, GLE Class,2018,Semi-Auto,4267.0,Diesel,,36.7,3.0,41000
toyota, Verso,2015,Semi-Auto,11536.0,Petrol,160.0,43.5,1.8,14871
merc, C Class,2016,Semi-Auto,14909.0,Diesel,30.0,64.2,2.1,20995
ford, Focus,2019,Manual,9000.0,Diesel,145.0,74.3,1.5,19499
bmw, 2 Series,2015,Automatic,38500.0,Diesel,20.0,68.9,2.0,13000
ford, Focus,2019,Manual,6.0,Petrol,145.0,60.1,1.0,15590
ford, B-MAX,2017,Manual,22649.0,Petrol,150.0,55.4,1.0,10500
vw, Golf,2018,Semi-Auto,16562.0,Petrol,150.0,58.9,1.5,15790
merc, C Class,2016,Semi-Auto,33085.0,Hybrid,0.0,134.5,2.0,18232
bmw, 1 Series,2019,Semi-Auto,3244.0,Petrol,145.0,34.5,2.0,30995
vw, Golf,2014,Manual,29072.0,Petrol,125.0,53.3,1.4,8995
toyota, C-HR,2017,Manual,44720.0,Petrol,,,1.2,12995
bmw, 1 Series,2015,Manual,23460.0,Petrol,300.0,35.3,3.0,11485
bmw, 4 Series,2019,Semi-Auto,7217.0,Diesel,145.0,47.9,3.0,31480
audi, Q8,2019,Semi-Auto,10000.0,Diesel,150.0,32.8,3.0,65990
audi, RS3,2019,Semi-Auto,10.0,Petrol,145.0,30.1,2.5,43785
merc, C Class,2019,Semi-Auto,4208.0,Diesel,,57.7,2.0,29399
hyundi, IX35,2015,Manual,26564.0,Petrol,200.0,41.5,0.0,9700
vauxhall, Corsa,2019,Manual,5786.0,Petrol,145.0,43.5,1.4,10595
audi, A3,2014,Manual,25854.0,Petrol,30.0,,1.2,9690
vauxhall, Insignia,2015,Manual,69659.0,Diesel,0.0,76.3,2.0,6300
bmw, 1 Series,2016,Manual,31029.0,Petrol,,53.3,1.5,11100
toyota, Aygo,2018,Manual,15895.0,Petrol,145.0,56.5,1.0,7995
audi, Q2,2019,Manual,1076.0,Petrol,145.0,,0.0,23888
bmw, 1 Series,2015,Manual,,Diesel,0.0,83.1,1.5,8869
skoda, Octavia,2017,Manual,34300.0,Diesel,145.0,72.4,1.6,9995
audi, A3,2017,Semi-Auto,24994.0,Petrol,30.0,57.6,1.4,19425
audi, A3,2017,Semi-Auto,28000.0,Diesel,,56.5,2.0,20990
vw, Polo,2016,Manual,21437.0,Petrol,20.0,60.1,1.0,10999
vw, Scirocco,2017,Manual,18688.0,Petrol,150.0,,1.4,13990
toyota, Aygo,2016,Manual,20815.0,Petrol,0.0,69.0,1.0,6290
skoda, Superb,2018,Semi-Auto,20012.0,Petrol,150.0,43.5,2.0,21950
bmw, 2 Series,2019,Semi-Auto,6883.0,Petrol,145.0,47.9,2.0,23999
vw, Golf,2016,Manual,42804.0,Diesel,20.0,67.3,2.0,14998
vw, Golf,2019,Manual,13910.0,Petrol,145.0,49.6,1.0,15770
vauxhall, Vivaro,2016,Manual,51206.0,Diesel,160.0,49.6,1.6,14856
toyota, RAV4,2017,Automatic,7700.0,Hybrid,,57.6,2.5,21000
toyota, Aygo,2017,Manual,37406.0,Petrol,0.0,69.0,1.0,6400
vauxhall, Zafira Tourer,2017,Automatic,11460.0,Petrol,200.0,40.9,1.4,12500
ford, Fiesta,2014,Manual,59526.0,Petrol,0.0,65.7,1.0,5999
merc, GLC Class,2017,Automatic,30859.0,Diesel,145.0,56.5,2.1,25998
ford, Fiesta,2015,Semi-Auto,23459.0,Petrol,145.0,47.9,1.6,8700
vw, Passat,2015,Semi-Auto,17223.0,Diesel,30.0,62.8,2.0,13800
vw, Polo,2019,Semi-Auto,3389.0,Petrol,,39.8,2.0,19999
vw, Tiguan,2016,Manual,30009.0,Diesel,165.0,50.4,2.0,16882
audi, A1,2017,Manual,24427.0,Petrol,145.0,55.4,1.4,14995
merc, GLA Class,2015,Semi-Auto,,Diesel,125.0,55.4,2.1,15640
merc, E Class,2019,Semi-Auto,6937.0,Diesel,145.0,72.4,2.0,25449
vauxhall, Astra,2019,Manual,1455.0,Petrol,,47.1,1.4,16500
vauxhall, Mokka X,2019,Manual,12197.0,Petrol,150.0,39.2,1.4,12998
vw, Golf,2015,Manual,55311.0,Diesel,0.0,68.9,1.6,8700
bmw, 1 Series,2014,Manual,52447.0,Petrol,150.0,50.4,1.6,8590
audi, Q2,2018,Manual,19886.0,Petrol,150.0,50.4,1.4,19695
merc, A Class,2016,Semi-Auto,66000.0,Diesel,20.0,68.9,2.1,13995
skoda, Rapid,2019,Manual,13579.0,Petrol,145.0,58.9,1.0,9550
ford, Focus,2019,Automatic,6501.0,Petrol,145.0,39.2,1.5,21450
vw, Polo,2016,Manual,25722.0,Petrol,20.0,60.1,1.2,9495
bmw, 1 Series,2017,Manual,58023.0,Diesel,20.0,68.9,2.0,9600
ford, Fiesta,2018,Manual,11148.0,Petrol,145.0,65.7,1.0,10897
ford, Focus,2017,Manual,23000.0,Diesel,145.0,67.3,2.0,15490
audi, A6,2016,Semi-Auto,49458.0,Diesel,30.0,61.4,2.0,14498
vw, Golf,2019,Manual,3000.0,Diesel,145.0,55.4,1.6,18650
merc, A Class,2015,Semi-Auto,23247.0,Petrol,200.0,42.8,2.0,18998
ford, Fiesta,2019,Manual,18115.0,Petrol,,58.9,1.0,11698
bmw, X3,2016,Automatic,50000.0,Diesel,,54.3,2.0,19990
vw, Sharan,2019,Manual,5000.0,Diesel,145.0,43.5,2.0,26990
audi, A3,2019,Semi-Auto,50.0,Petrol,,34.9,2.0,30950
vauxhall, Astra,2018,Manual,17466.0,Petrol,145.0,45.6,1.6,12999
vauxhall, Insignia,2016,Manual,25105.0,Petrol,125.0,50.4,1.4,8899
merc, E Class,2015,Automatic,67000.0,Diesel,30.0,64.2,2.1,13995
vauxhall, Corsa,2018,Automatic,10000.0,Petrol,,39.8,1.4,9599
vw, Golf,2019,Semi-Auto,8457.0,Petrol,145.0,45.6,1.5,19990
ford, Fiesta,2018,Manual,21092.0,Petrol,150.0,58.9,1.0,10495
vw, Touran,2016,Manual,37774.0,Diesel,30.0,64.2,2.0,15995
vauxhall, Corsa,2018,Manual,13478.0,Petrol,145.0,43.5,1.4,8991
vauxhall, Adam,2018,Manual,4214.0,Petrol,145.0,53.3,1.2,9499
vauxhall, Mokka X,2017,Manual,33930.0,Petrol,145.0,47.1,1.4,10298
bmw, 1 Series,2016,Manual,57277.0,Diesel,0.0,78.5,1.5,9749
ford, Focus,2017,Manual,36539.0,Diesel,0.0,74.3,1.5,11599
ford, Kuga,2013,Manual,50834.0,Diesel,145.0,,2.0,9218
vauxhall, Corsa,2019,Manual,767.0,Petrol,145.0,43.5,1.4,10490
bmw, 5 Series,2016,Semi-Auto,26037.0,Diesel,20.0,68.9,2.0,16490
ford, B-MAX,2017,Manual,8769.0,Petrol,30.0,57.7,1.0,11499
bmw, 1 Series,2016,Manual,34775.0,Petrol,125.0,,1.5,10500
bmw, 1 Series,2017,Manual,37337.0,Diesel,20.0,70.6,1.5,11800
skoda, Fabia,2017,Manual,,Petrol,20.0,58.8,1.0,7995
audi, A3,2016,Automatic,19561.0,Petrol,165.0,43.5,2.0,24490
toyota, Yaris,2014,Manual,67441.0,Petrol,125.0,52.3,1.3,6995
ford, Ka+,2017,Manual,30668.0,Petrol,,57.7,1.2,7500
vauxhall, Insignia,2019,Manual,8296.0,Diesel,145.0,55.4,1.6,17530
vw, Golf,2019,Semi-Auto,1955.0,Petrol,145.0,45.6,1.5,21232
toyota, RAV4,2014,Manual,67712.0,Diesel,150.0,53.0,2.0,10490
toyota, Aygo,2017,Manual,31507.0,Petrol,,69.0,1.0,6895
bmw, 4 Series,2020,Semi-Auto,7.0,Petrol,145.0,,2.0,26990
bmw, 2 Series,2018,Manual,28857.0,Diesel,150.0,54.3,1.5,15995
ford, Fiesta,2016,Manual,34132.0,Petrol,0.0,65.7,1.0,8299
toyota, Corolla,2019,Automatic,3000.0,Hybrid,140.0,72.4,2.0,26995
audi, A4,2014,Manual,36790.0,Diesel,30.0,61.4,2.0,13975
ford, EcoSport,2015,Manual,22837.0,Petrol,160.0,44.8,1.5,8800
merc, A Class,2017,Manual,12200.0,Diesel,20.0,68.9,1.5,16999
skoda, Citigo,2017,Manual,22242.0,Petrol,150.0,68.9,1.0,6946
ford, Fiesta,2017,Manual,27252.0,Petrol,150.0,65.7,1.0,7911
audi, Q2,2018,Manual,17728.0,Petrol,150.0,52.3,1.4,18000
merc, C Class,2019,Automatic,3010.0,Diesel,,57.7,2.0,31499
vw, Golf,2018,Manual,11742.0,Diesel,145.0,60.1,2.0,18899
ford, Fiesta,2017,Manual,39344.0,Petrol,145.0,62.8,1.0,9495
bmw, 1 Series,2015,Manual,45853.0,Petrol,300.0,35.3,3.0,15500
ford, Fiesta,2018,Manual,15196.0,Petrol,145.0,64.2,1.1,9490
merc, C Class,2016,Semi-Auto,38974.0,Diesel,20.0,64.2,2.1,19024
vauxhall, Insignia,2016,Manual,93850.0,Diesel,20.0,72.4,1.6,6995
ford, Focus,2016,Manual,43960.0,Diesel,,74.3,1.5,9040
vauxhall, Astra,2010,Manual,82210.0,Petrol,150.0,44.8,1.6,4250
ford, Ka+,2017,Manual,13404.0,Petrol,145.0,57.7,1.2,7625
audi, Q2,2019,Manual,3233.0,Petrol,145.0,39.2,1.5,25005
merc, A Class,2015,Semi-Auto,33080.0,Diesel,20.0,68.9,2.1,12950
ford, Ka+,2018,Manual,13319.0,Petrol,,48.7,1.2,8591
audi, Q2,2019,Manual,4563.0,Diesel,145.0,,1.6,24750
ford, Grand C-MAX,2017,Automatic,24449.0,Diesel,,,1.5,10249
vw, Caddy Maxi Life,2019,Manual,3349.0,Diesel,145.0,57.7,2.0,19499
audi, A3,2019,Automatic,6000.0,Diesel,145.0,52.3,1.6,19795
vauxhall, Corsa,2016,Manual,19150.0,Petrol,30.0,55.4,1.4,6298
bmw, 3 Series,2017,Automatic,41741.0,Diesel,150.0,51.4,3.0,21988
merc, GLA Class,2016,Automatic,52675.0,Diesel,30.0,64.2,2.1,14830
bmw, 1 Series,2016,Manual,22103.0,Diesel,20.0,72.4,1.5,12498
vw, Polo,2019,Semi-Auto,5000.0,Petrol,145.0,46.3,1.0,18950
toyota, Avensis,2017,Manual,41211.0,Diesel,145.0,67.3,1.6,10800
ford, Fiesta,2015,Manual,19784.0,Petrol,125.0,54.3,1.2,6800
toyota, GT86,2016,Manual,19987.0,Petrol,260.0,36.2,2.0,13999
merc, C Class,2018,Automatic,22000.0,Petrol,150.0,29.4,3.0,33490
merc, C Class,2019,Automatic,7275.0,Diesel,,61.4,2.0,29450
bmw, X1,2019,Semi-Auto,8785.0,Diesel,145.0,50.4,2.0,26490
ford, Focus,2017,Manual,9080.0,Petrol,,61.4,1.0,11998
bmw, 3 Series,2019,Automatic,7015.0,Petrol,145.0,,3.0,26826
vauxhall, Mokka,2016,Automatic,9792.0,Petrol,165.0,43.5,1.4,10480
merc, C Class,2015,Semi-Auto,39000.0,Diesel,30.0,62.8,2.1,19995
bmw, 3 Series,2016,Automatic,70600.0,Diesel,30.0,70.6,2.0,11250
vw, T-Roc,2018,Semi-Auto,23123.0,Petrol,150.0,51.4,1.5,22490
merc, C Class,2019,Semi-Auto,12321.0,Diesel,145.0,58.9,2.0,24299
toyota, Aygo,2018,Manual,17822.0,Petrol,150.0,69.0,1.0,6635
toyota, Aygo,2015,Manual,41758.0,Petrol,,69.0,1.0,5999
bmw, 3 Series,2014,Automatic,38055.0,Diesel,30.0,62.8,2.0,11400
merc, E Class,2019,Automatic,1000.0,Petrol,145.0,29.7,3.0,43519
ford, Fiesta,2017,Manual,13684.0,Petrol,125.0,54.3,1.2,8998
vw, Golf,2018,Automatic,31238.0,Petrol,145.0,39.2,2.0,23249
toyota, Auris,2016,Automatic,19022.0,Hybrid,0.0,78.5,1.8,12990
audi, A1,2016,Semi-Auto,59302.0,Petrol,,57.6,1.4,10510
vw, Polo,2016,Manual,32301.0,Petrol,,60.1,1.0,8312
ford, Fiesta,2016,Manual,19763.0,Petrol,125.0,54.3,1.2,7986
toyota, Yaris,2015,Automatic,29311.0,Hybrid,0.0,78.0,1.5,10498
merc, C Class,2019,Semi-Auto,6877.0,Diesel,145.0,61.4,2.1,24490
ford, Focus,2019,Manual,10318.0,Petrol,145.0,60.1,1.0,17990
vauxhall, Astra,2019,Manual,10000.0,Petrol,145.0,,1.4,13000
vw, Tiguan,2017,Manual,34141.0,Diesel,160.0,50.4,2.0,20367
merc, B Class,2019,Automatic,11144.0,Petrol,145.0,45.6,1.3,22176
toyota, Yaris,2014,Manual,60254.0,Petrol,125.0,52.3,1.3,5975
ford, Fiesta,2018,Manual,15539.0,Petrol,145.0,65.7,1.0,10991
ford, Fiesta,2018,Manual,,Petrol,145.0,65.7,1.0,11700
bmw, 1 Series,2015,Semi-Auto,15200.0,Diesel,0.0,78.5,1.5,13442
skoda, Citigo,2014,Manual,58104.0,Petrol,20.0,62.8,1.0,4991
ford, Fiesta,2015,Manual,29165.0,Petrol,0.0,65.7,1.0,7799
merc, GL Class,2016,Automatic,19132.0,Diesel,330.0,36.2,3.0,34581
vauxhall, Mokka X,2016,Manual,,Diesel,125.0,,1.6,12495
ford, Focus,2015,Manual,69433.0,Diesel,0.0,74.3,1.5,7998
vauxhall, Corsa,2009,Manual,97000.0,Petrol,145.0,48.7,1.2,2695
audi, A3,2016,Manual,14401.0,Petrol,20.0,60.1,1.0,15995
vauxhall, Insignia,2016,Manual,51159.0,Diesel,20.0,,1.6,9098
vw, Polo,2016,Manual,64790.0,Petrol,20.0,60.1,1.0,7991
ford, Focus,2018,Manual,12234.0,Petrol,145.0,41.5,2.0,19998
audi, A6,2018,Semi-Auto,19500.0,Diesel,145.0,39.8,3.0,48950
bmw, 2 Series,2015,Manual,37500.0,Diesel,20.0,68.9,2.0,9995
bmw, 2 Series,2015,Manual,24621.0,Petrol,,47.9,2.0,13500
vauxhall, Mokka X,2018,Manual,29785.0,Petrol,,42.2,1.6,10990
skoda, Fabia,2017,Manual,18339.0,Petrol,20.0,58.8,1.0,7990
